customer_id,sex,is_married,event_time,age_18-29,age_30-39,age_40-49,age_50-59,age_60-69,age_70-plus,n_days_active
C25,0,1,2023-05-22T14:15:48.064Z,1,0,0,0,0,0,0.17260273972602747
C26,1,0,2023-05-22T14:15:48.065Z,0,0,0,1,0,0,0.6986301369863013
C27,0,1,2023-05-22T14:15:48.066Z,0,0,0,0,0,1,0.21986301369863015
C28,1,0,2023-05-22T14:15:48.068Z,0,1,0,0,0,0,0.07397260273972606
C29,1,1,2023-05-22T14:15:48.071Z,1,0,0,0,0,0,0.7123287671232876
C30,0,0,2023-05-22T14:15:48.074Z,1,0,0,0,0,0,0.7308219178082191
C31,1,1,2023-05-22T14:15:48.075Z,0,1,0,0,0,0,0.6308219178082193
C32,1,1,2023-05-22T14:15:48.077Z,0,1,0,0,0,0,0.3452054794520547
C33,1,0,2023-05-22T14:15:48.078Z,1,0,0,0,0,0,0.5123287671232877
C34,1,1,2023-05-22T14:15:48.081Z,0,0,0,1,0,0,0.9513698630136986
C35,1,0,2023-05-22T14:15:48.082Z,0,0,0,0,0,1,0.025342465753424692
C36,0,1,2023-05-22T14:15:48.085Z,0,0,0,0,0,0,0.560958904109589
C37,1,0,2023-05-22T14:15:48.088Z,0,0,0,0,0,1,0.7157534246575343
C38,0,1,2023-05-22T14:15:48.091Z,0,0,0,1,0,0,0.19109589041095898
C39,0,1,2023-05-22T14:15:48.092Z,0,0,0,0,0,1,0.3616438356164384
C40,0,0,2023-05-22T14:15:48.094Z,1,0,0,0,0,0,0.9465753424657535
C41,0,1,2023-05-22T14:15:48.097Z,0,0,0,1,0,0,0.2226027397260273
C42,1,1,2023-05-22T14:15:48.098Z,0,0,0,0,1,0,0.8178082191780822
C43,1,0,2023-05-22T14:15:48.100Z,0,0,0,0,0,1,0.8068493150684932
C44,1,0,2023-05-22T14:15:48.102Z,0,0,0,0,0,1,0.2534246575342465
C45,0,1,2023-05-22T14:15:48.103Z,0,0,1,0,0,0,0.1863013698630136
C46,0,0,2023-05-22T14:15:48.105Z,0,0,0,0,0,1,0.9712328767123288
C47,0,0,2023-05-22T14:15:48.106Z,0,0,0,0,0,1,0.7554794520547945
C48,0,0,2023-05-22T14:15:48.108Z,0,0,0,1,0,0,0.228082191780822
C49,1,1,2023-05-22T14:15:48.110Z,1,0,0,0,0,0,0.9465753424657535
C50,1,0,2023-05-22T14:15:48.111Z,0,0,0,0,1,0,0.36438356164383556
C51,0,1,2023-05-22T14:15:48.112Z,0,0,0,0,0,1,0.8267123287671232
C52,0,0,2023-05-22T14:15:48.113Z,0,0,0,0,0,1,0.665068493150685
C53,0,0,2023-05-22T14:15:48.115Z,0,0,0,0,0,1,0.19931506849315062
C54,1,1,2023-05-22T14:15:48.117Z,0,0,0,0,0,1,0.5287671232876712
C55,1,1,2023-05-22T14:15:48.118Z,0,0,0,0,0,1,0.3958904109589041
C56,1,0,2023-05-22T14:15:48.119Z,0,0,0,0,0,1,0.8739726027397261
C57,0,0,2023-05-22T14:15:48.121Z,0,0,0,0,1,0,0.08150684931506846
C58,1,0,2023-05-22T14:15:48.122Z,0,0,0,0,0,1,0.043150684931506866
C59,1,0,2023-05-22T14:15:48.123Z,1,0,0,0,0,0,0.7643835616438357
C60,1,0,2023-05-22T14:15:48.125Z,0,0,1,0,0,0,0.5164383561643835
C61,0,0,2023-05-22T14:15:48.126Z,1,0,0,0,0,0,0.113013698630137
C62,0,1,2023-05-22T14:15:48.128Z,0,0,0,0,0,1,0.5883561643835615
C63,0,0,2023-05-22T14:15:48.129Z,0,0,0,1,0,0,0.8623287671232878
C64,0,0,2023-05-22T14:15:48.131Z,0,1,0,0,0,0,0.3958904109589041
C65,0,0,2023-05-22T14:15:48.133Z,0,0,0,1,0,0,0.9061643835616437
C66,1,0,2023-05-22T14:15:48.134Z,0,0,0,0,1,0,0.03767123287671237
C67,1,0,2023-05-22T14:15:48.135Z,0,0,0,0,0,1,0.30000000000000004
C68,1,0,2023-05-22T14:15:48.137Z,0,0,0,0,1,0,0.19452054794520546
C69,1,0,2023-05-22T14:15:48.138Z,1,0,0,0,0,0,0.4856164383561643
C70,0,1,2023-05-22T14:15:48.140Z,0,0,0,0,0,1,0.2575342465753425
C71,0,1,2023-05-22T14:15:48.141Z,0,0,0,0,1,0,0.691095890410959
C72,0,0,2023-05-22T14:15:48.143Z,0,0,0,0,0,0,0.752054794520548
C73,0,0,2023-05-22T14:15:48.145Z,0,0,0,0,1,0,0.7801369863013699
C74,0,1,2023-05-22T14:15:48.146Z,1,0,0,0,0,0,0.2410958904109588
C75,1,0,2023-05-22T14:15:48.148Z,0,0,1,0,0,0,0.047945205479452024
C76,1,1,2023-05-22T14:15:48.149Z,1,0,0,0,0,0,0.55
C77,1,0,2023-05-22T14:15:48.151Z,0,0,0,0,1,0,0.22739726027397267
C78,1,1,2023-05-22T14:15:48.152Z,1,0,0,0,0,0,0.9801369863013698
C79,1,0,2023-05-22T14:15:48.154Z,0,0,0,0,1,0,0.23835616438356166
C80,1,1,2023-05-22T14:15:48.155Z,0,0,1,0,0,0,0.2136986301369863
C81,1,1,2023-05-22T14:15:48.157Z,0,0,0,0,1,0,0.5075342465753425
C82,0,0,2023-05-22T14:15:48.159Z,0,0,0,0,0,1,0.6897260273972603
C83,0,0,2023-05-22T14:15:48.160Z,0,0,0,0,0,1,0.7335616438356165
C84,1,1,2023-05-22T14:15:48.161Z,1,0,0,0,0,0,0.4102739726027398
C85,1,0,2023-05-22T14:15:48.163Z,0,0,0,1,0,0,0.19315068493150678
C86,1,1,2023-05-22T14:15:48.164Z,0,0,0,0,0,1,0.10068493150684932
C87,0,0,2023-05-22T14:15:48.165Z,0,0,1,0,0,0,0.32054794520547936
C88,1,1,2023-05-22T14:15:48.166Z,0,0,0,0,0,1,0.8212328767123287
C89,0,1,2023-05-22T14:15:48.168Z,0,0,0,0,0,1,0.7616438356164383
C90,0,0,2023-05-22T14:15:48.169Z,0,1,0,0,0,0,0.7287671232876711
C91,1,1,2023-05-22T14:15:48.171Z,0,1,0,0,0,0,0.752054794520548
C92,1,1,2023-05-22T14:15:48.173Z,0,0,0,0,0,1,0.4787671232876711
C93,0,1,2023-05-22T14:15:48.174Z,0,0,0,0,0,1,0.3082191780821917
C94,0,1,2023-05-22T14:15:48.175Z,0,0,0,0,1,0,0.654109589041096
C95,1,0,2023-05-22T14:15:48.176Z,0,0,0,0,0,1,0.3006849315068494
C96,1,1,2023-05-22T14:15:48.178Z,1,0,0,0,0,0,0.33904109589041087
C97,1,0,2023-05-22T14:15:48.179Z,1,0,0,0,0,0,0.19931506849315062
C98,1,1,2023-05-22T14:15:48.180Z,0,1,0,0,0,0,0.40068493150684925
C99,0,0,2023-05-22T14:15:48.182Z,0,0,0,0,0,1,0.19999999999999996
C100,0,1,2023-05-22T14:15:48.183Z,0,0,1,0,0,0,0.4198630136986301
C101,0,1,2023-05-22T14:15:48.185Z,1,0,0,0,0,0,0.3582191780821917
C102,0,0,2023-05-22T14:15:48.188Z,0,0,1,0,0,0,0.07534246575342463
C103,1,1,2023-05-22T14:15:48.189Z,0,0,0,0,1,0,0.8356164383561644
C104,1,0,2023-05-22T14:15:48.191Z,0,0,0,1,0,0,0.8883561643835616
C105,0,1,2023-05-22T14:15:48.192Z,0,0,0,0,0,1,0.4219178082191781
C106,0,1,2023-05-22T14:15:48.194Z,0,0,0,0,0,1,0.2541095890410958
C107,0,1,2023-05-22T14:15:48.195Z,1,0,0,0,0,0,0.9068493150684931
C108,0,0,2023-05-22T14:15:48.197Z,0,1,0,0,0,0,0.6938356164383561
C109,0,0,2023-05-22T14:15:48.199Z,1,0,0,0,0,0,0.9054794520547944
C110,0,0,2023-05-22T14:15:48.201Z,0,0,0,0,0,1,0.15205479452054793
C111,0,1,2023-05-22T14:15:48.203Z,0,0,0,0,1,0,0.739041095890411
C112,0,1,2023-05-22T14:15:48.205Z,1,0,0,0,0,0,0.704109589041096
C113,0,0,2023-05-22T14:15:48.206Z,1,0,0,0,0,0,0.018493150684931514
C114,0,0,2023-05-22T14:15:48.208Z,0,0,0,0,0,1,0.21232876712328763
C115,0,0,2023-05-22T14:15:48.210Z,1,0,0,0,0,0,0.2554794520547945
C116,1,1,2023-05-22T14:15:48.211Z,0,0,0,0,0,1,0.5246575342465754
C117,1,0,2023-05-22T14:15:48.213Z,0,0,0,0,1,0,0.9924657534246575
C118,0,0,2023-05-22T14:15:48.214Z,1,0,0,0,0,0,0.8020547945205478
C119,1,0,2023-05-22T14:15:48.216Z,0,0,0,0,0,1,0.1568493150684931
C120,0,1,2023-05-22T14:15:48.217Z,0,0,0,0,1,0,0.3863013698630138
C121,0,1,2023-05-22T14:15:48.219Z,1,0,0,0,0,0,0.0821917808219178
C122,1,1,2023-05-22T14:15:48.220Z,0,0,0,1,0,0,0.18150684931506844
C123,1,0,2023-05-22T14:15:48.222Z,0,0,0,1,0,0,0.3828767123287671
C124,1,1,2023-05-22T14:15:48.223Z,0,0,0,0,0,1,0.19109589041095898
C125,0,0,2023-05-22T14:15:48.224Z,1,0,0,0,0,0,0.36438356164383556
C126,0,0,2023-05-22T14:15:48.226Z,0,0,0,0,0,1,0.986986301369863
C127,0,0,2023-05-22T14:15:48.227Z,0,0,0,1,0,0,0.75
C128,0,1,2023-05-22T14:15:48.229Z,0,0,0,0,0,1,0.8863013698630138
C129,1,1,2023-05-22T14:15:48.231Z,0,0,0,0,1,0,0.6363013698630138
C130,0,0,2023-05-22T14:15:48.232Z,1,0,0,0,0,0,0.4034246575342466
C131,1,1,2023-05-22T14:15:48.233Z,0,1,0,0,0,0,0.5739726027397261
C132,1,1,2023-05-22T14:15:48.235Z,0,0,0,0,0,1,0.6746575342465753
C133,0,0,2023-05-22T14:15:48.236Z,1,0,0,0,0,0,0.8226027397260274
C134,1,1,2023-05-22T14:15:48.238Z,0,1,0,0,0,0,0.9595890410958905
C135,0,0,2023-05-22T14:15:48.239Z,0,0,0,0,1,0,0.273972602739726
C136,1,0,2023-05-22T14:15:48.241Z,0,0,1,0,0,0,0.6232876712328768
C137,0,0,2023-05-22T14:15:48.242Z,1,0,0,0,0,0,0.02945205479452051
C138,0,0,2023-05-22T14:15:48.243Z,1,0,0,0,0,0,0.3287671232876712
C139,0,1,2023-05-22T14:15:48.245Z,0,0,0,0,0,1,0.6856164383561645
C140,0,0,2023-05-22T14:15:48.246Z,0,0,0,0,1,0,0.6095890410958904
C141,0,1,2023-05-22T14:15:48.247Z,0,0,0,0,0,1,0.8273972602739725
C142,1,1,2023-05-22T14:15:48.249Z,0,0,0,1,0,0,0.5143835616438357
C143,1,0,2023-05-22T14:15:48.251Z,0,1,0,0,0,0,0.6438356164383561
C144,1,1,2023-05-22T14:15:48.252Z,0,0,0,1,0,0,0.8643835616438356
C145,0,0,2023-05-22T14:15:48.253Z,0,0,0,0,1,0,0.43356164383561646
C146,0,0,2023-05-22T14:15:48.254Z,0,0,0,0,1,0,0.2095890410958905
C147,0,0,2023-05-22T14:15:48.256Z,0,1,0,0,0,0,0.25479452054794516
C148,1,1,2023-05-22T14:15:48.257Z,0,0,0,0,0,1,0.26575342465753415
C149,0,1,2023-05-22T14:15:48.258Z,0,0,0,0,1,0,0.678082191780822
C150,1,1,2023-05-22T14:15:48.260Z,0,0,0,0,0,1,0.9369863013698629
C151,1,1,2023-05-22T14:15:48.262Z,0,1,0,0,0,0,0.5691780821917809
C152,0,1,2023-05-22T14:15:48.263Z,0,1,0,0,0,0,0.8041095890410959
C153,1,0,2023-05-22T14:15:48.264Z,0,0,0,0,1,0,0.3034246575342465
C154,1,0,2023-05-22T14:15:48.266Z,0,0,0,0,0,1,0.4986301369863013
C155,1,0,2023-05-22T14:15:48.267Z,1,0,0,0,0,0,0.03767123287671237
C156,1,1,2023-05-22T14:15:48.269Z,0,1,0,0,0,0,0.012328767123287676
C157,0,0,2023-05-22T14:15:48.270Z,0,0,0,0,0,1,0.8808219178082193
C158,1,1,2023-05-22T14:15:48.272Z,1,0,0,0,0,0,0.08424657534246571
C159,0,1,2023-05-22T14:15:48.273Z,0,0,0,0,1,0,0.8054794520547945
C160,1,0,2023-05-22T14:15:48.275Z,0,0,0,0,0,1,0.5226027397260273
C161,0,1,2023-05-22T14:15:48.276Z,0,0,0,0,0,1,0.16917808219178077
C162,0,0,2023-05-22T14:15:48.277Z,0,0,0,1,0,0,0.08835616438356164
C163,0,0,2023-05-22T14:15:48.279Z,0,0,0,0,0,1,0.27671232876712337
C164,1,0,2023-05-22T14:15:48.280Z,1,0,0,0,0,0,0.5184931506849315
C165,0,1,2023-05-22T14:15:48.282Z,0,1,0,0,0,0,0.6554794520547944
C166,1,0,2023-05-22T14:15:48.283Z,0,0,0,0,0,1,0.15753424657534243
C167,1,1,2023-05-22T14:15:48.284Z,0,0,0,1,0,0,0.3691780821917807
C168,1,1,2023-05-22T14:15:48.286Z,0,0,0,0,0,1,0.1547945205479453
C169,0,0,2023-05-22T14:15:48.287Z,0,0,0,0,0,1,0.6534246575342466
C170,0,1,2023-05-22T14:15:48.289Z,0,0,0,0,0,1,0.46780821917808213
C171,1,0,2023-05-22T14:15:48.290Z,0,1,0,0,0,0,0.06095890410958904
C172,1,1,2023-05-22T14:15:48.292Z,0,0,0,0,1,0,0.7561643835616438
C173,1,1,2023-05-22T14:15:48.293Z,0,0,0,0,0,1,0.45136986301369864
C174,0,0,2023-05-22T14:15:48.295Z,0,1,0,0,0,0,0.6328767123287671
C175,1,0,2023-05-22T14:15:48.297Z,0,0,0,0,0,1,0.1643835616438356
C176,0,1,2023-05-22T14:15:48.298Z,0,0,0,0,1,0,0.9856164383561643
C177,0,1,2023-05-22T14:15:48.299Z,0,0,1,0,0,0,0.05410958904109586
C178,0,1,2023-05-22T14:15:48.301Z,0,0,0,0,0,1,0.9349315068493151
C179,0,0,2023-05-22T14:15:48.302Z,0,0,0,0,1,0,0.7198630136986301
C180,1,0,2023-05-22T14:15:48.303Z,1,0,0,0,0,0,0.48630136986301364
C181,0,1,2023-05-22T14:15:48.305Z,0,0,0,1,0,0,0.6116438356164384
C182,1,1,2023-05-22T14:15:48.306Z,0,0,0,0,0,1,0.9082191780821918
C183,0,1,2023-05-22T14:15:48.307Z,0,0,1,0,0,0,0.8910958904109589
C184,1,0,2023-05-22T14:15:48.309Z,0,0,1,0,0,0,0.821917808219178
C185,1,1,2023-05-22T14:15:48.310Z,0,0,0,1,0,0,0.23767123287671232
C186,1,1,2023-05-22T14:15:48.311Z,0,0,0,1,0,0,0.48082191780821915
C187,1,1,2023-05-22T14:15:48.313Z,0,0,0,0,1,0,0.22739726027397267
C188,0,1,2023-05-22T14:15:48.315Z,1,0,0,0,0,0,0.13287671232876708
C189,1,1,2023-05-22T14:15:48.316Z,0,0,0,0,0,1,0.015753424657534265
C190,1,0,2023-05-22T14:15:48.317Z,1,0,0,0,0,0,0.4931506849315068
C191,1,1,2023-05-22T14:15:48.319Z,0,0,1,0,0,0,0.8595890410958904
C192,0,1,2023-05-22T14:15:48.320Z,0,0,0,0,0,1,0.6363013698630138
C193,0,0,2023-05-22T14:15:48.322Z,0,0,1,0,0,0,0.27328767123287667
C194,1,1,2023-05-22T14:15:48.323Z,1,0,0,0,0,0,0.7219178082191782
C195,1,1,2023-05-22T14:15:48.324Z,0,0,1,0,0,0,0.5883561643835615
C196,1,1,2023-05-22T14:15:48.326Z,0,0,0,1,0,0,0.34589041095890405
C197,1,0,2023-05-22T14:15:48.327Z,0,0,0,0,0,1,0.2794520547945205
C198,0,0,2023-05-22T14:15:48.329Z,0,0,1,0,0,0,0.6198630136986301
C199,0,0,2023-05-22T14:15:48.330Z,1,0,0,0,0,0,0.2753424657534247
C200,1,1,2023-05-22T14:15:48.331Z,0,0,0,1,0,0,0.8027397260273972
C201,0,0,2023-05-22T14:15:48.333Z,1,0,0,0,0,0,0.6472602739726028
C202,1,1,2023-05-22T14:15:48.335Z,0,0,0,0,1,0,0.13972602739726026
C203,1,0,2023-05-22T14:15:48.336Z,0,0,0,0,0,1,0.2541095890410958
C204,1,0,2023-05-22T14:15:48.338Z,0,0,0,0,0,1,0.44041095890410964
C205,1,1,2023-05-22T14:15:48.339Z,0,1,0,0,0,0,0.3760273972602739
C206,1,1,2023-05-22T14:15:48.341Z,0,0,0,0,0,1,0.007534246575342407
C207,0,1,2023-05-22T14:15:48.342Z,0,1,0,0,0,0,0.36438356164383556
C208,0,0,2023-05-22T14:15:48.344Z,0,0,0,0,0,1,0.7965753424657533
C209,0,1,2023-05-22T14:15:48.346Z,0,0,0,0,0,1,0.23287671232876717
C210,1,1,2023-05-22T14:15:48.347Z,0,0,0,0,1,0,0.765068493150685
C211,0,1,2023-05-22T14:15:48.348Z,1,0,0,0,0,0,0.12328767123287676
C212,1,1,2023-05-22T14:15:48.350Z,0,0,1,0,0,0,0.271917808219178
C213,1,0,2023-05-22T14:15:48.352Z,0,0,0,0,0,0,0.513013698630137
C214,1,1,2023-05-22T14:15:48.353Z,0,0,0,0,0,1,0.7780821917808218
C215,0,0,2023-05-22T14:15:48.355Z,0,0,0,0,1,0,0.1657534246575343
C216,0,0,2023-05-22T14:15:48.356Z,0,0,0,0,1,0,0.7835616438356163
C217,0,1,2023-05-22T14:15:48.357Z,0,0,1,0,0,0,0.7287671232876711
C218,1,1,2023-05-22T14:15:48.358Z,0,0,0,0,0,1,0.23698630136986298
C219,1,1,2023-05-22T14:15:48.360Z,0,1,0,0,0,0,0.939041095890411
C220,0,0,2023-05-22T14:15:48.362Z,1,0,0,0,0,0,0.6883561643835616
C221,0,1,2023-05-22T14:15:48.363Z,0,0,0,0,0,1,0.9958904109589042
C222,0,1,2023-05-22T14:15:48.365Z,0,0,0,0,1,0,0.965068493150685
C223,0,1,2023-05-22T14:15:48.366Z,0,1,0,0,0,0,0.215068493150685
C224,1,1,2023-05-22T14:15:48.368Z,1,0,0,0,0,0,0.795890410958904
C225,0,0,2023-05-22T14:15:48.369Z,0,0,0,0,1,0,0.9547945205479451
C226,1,1,2023-05-22T14:15:48.370Z,0,0,0,0,0,1,0.6232876712328768
C227,0,1,2023-05-22T14:15:48.372Z,0,0,0,0,1,0,0.7582191780821919
C228,0,1,2023-05-22T14:15:48.374Z,0,0,0,0,0,1,0.6356164383561644
C229,1,0,2023-05-22T14:15:48.377Z,0,0,0,1,0,0,0.03493150684931501
C230,0,1,2023-05-22T14:15:48.379Z,0,0,0,0,1,0,0.7315068493150685
C231,0,0,2023-05-22T14:15:48.381Z,0,0,1,0,0,0,0.8993150684931508
C232,0,0,2023-05-22T14:15:48.383Z,0,0,0,0,0,1,0.7013698630136986
C233,1,1,2023-05-22T14:15:48.385Z,0,0,0,0,1,0,0.3904109589041096
C234,1,1,2023-05-22T14:15:48.387Z,0,0,1,0,0,0,0.9623287671232876
C235,0,0,2023-05-22T14:15:48.388Z,0,0,1,0,0,0,0.295890410958904
C236,0,1,2023-05-22T14:15:48.390Z,0,0,0,0,1,0,0.36027397260273974
C237,1,1,2023-05-22T14:15:48.391Z,1,0,0,0,0,0,0.7178082191780821
C238,1,0,2023-05-22T14:15:48.392Z,0,0,0,0,0,1,0.11917808219178083
C239,1,0,2023-05-22T14:15:48.394Z,0,0,0,0,1,0,0.6753424657534246
C240,0,0,2023-05-22T14:15:48.395Z,0,0,0,0,0,1,0.6486301369863015
C241,0,1,2023-05-22T14:15:48.396Z,0,0,0,1,0,0,0.17945205479452064
C242,0,1,2023-05-22T14:15:48.398Z,0,1,0,0,0,0,0.8794520547945206
C243,1,1,2023-05-22T14:15:48.399Z,0,0,0,0,0,1,0.3520547945205479
C244,0,1,2023-05-22T14:15:48.401Z,0,0,0,0,1,0,0.9013698630136986
C245,0,0,2023-05-22T14:15:48.402Z,0,0,0,0,1,0,0.5486301369863014
C246,0,1,2023-05-22T14:15:48.404Z,1,0,0,0,0,0,0.17397260273972592
C247,1,1,2023-05-22T14:15:48.406Z,0,0,0,1,0,0,0.915068493150685
C248,1,0,2023-05-22T14:15:48.407Z,0,1,0,0,0,0,0.1657534246575343
C249,0,0,2023-05-22T14:15:48.409Z,0,0,0,1,0,0,0.46643835616438345
C250,1,1,2023-05-22T14:15:48.410Z,0,0,0,0,0,1,0.5041095890410958
C251,0,1,2023-05-22T14:15:48.412Z,0,0,0,1,0,0,0.7287671232876711
C252,0,1,2023-05-22T14:15:48.414Z,1,0,0,0,0,0,0.22328767123287663
C253,1,0,2023-05-22T14:15:48.416Z,0,0,0,0,1,0,0.4198630136986301
C254,0,1,2023-05-22T14:15:48.417Z,1,0,0,0,0,0,0.07602739726027397
C255,0,1,2023-05-22T14:15:48.419Z,0,0,0,0,1,0,0.6917808219178083
C256,1,1,2023-05-22T14:15:48.420Z,0,0,0,1,0,0,0.19383561643835612
C257,0,1,2023-05-22T14:15:48.421Z,0,1,0,0,0,0,0.19999999999999996
C258,1,1,2023-05-22T14:15:48.423Z,0,0,0,0,0,1,0.8780821917808219
C259,1,1,2023-05-22T14:15:48.425Z,0,0,0,0,0,0,0.27123287671232865
C260,0,0,2023-05-22T14:15:48.426Z,0,0,0,1,0,0,0.6821917808219178
C261,1,0,2023-05-22T14:15:48.428Z,0,0,1,0,0,0,0.3143835616438355
C262,0,0,2023-05-22T14:15:48.430Z,0,0,0,0,0,1,0.136986301369863
C263,1,1,2023-05-22T14:15:48.431Z,0,0,0,1,0,0,0.4342465753424658
C264,0,0,2023-05-22T14:15:48.433Z,0,0,0,0,0,1,0.9472602739726028
C265,0,1,2023-05-22T14:15:48.434Z,0,0,0,0,0,1,0.40410958904109595
C266,0,1,2023-05-22T14:15:48.436Z,0,0,0,0,0,0,0.7602739726027397
C267,0,0,2023-05-22T14:15:48.438Z,0,0,0,0,1,0,0.3636986301369862
C268,1,0,2023-05-22T14:15:48.439Z,0,0,1,0,0,0,0.5171232876712328
C269,1,1,2023-05-22T14:15:48.440Z,0,0,0,0,0,1,0.8636986301369862
C270,0,1,2023-05-22T14:15:48.442Z,0,0,0,0,0,1,0.8520547945205479
C271,1,0,2023-05-22T14:15:48.443Z,0,0,0,0,0,0,0.36438356164383556
C272,0,1,2023-05-22T14:15:48.444Z,0,0,0,1,0,0,0.41712328767123297
C273,1,1,2023-05-22T14:15:48.446Z,0,0,0,0,1,0,0.16164383561643825
C274,1,1,2023-05-22T14:15:48.447Z,1,0,0,0,0,0,0.043835616438356206
C275,0,1,2023-05-22T14:15:48.448Z,0,0,1,0,0,0,0.521917808219178
C276,0,0,2023-05-22T14:15:48.449Z,0,1,0,0,0,0,0.8842465753424658
C277,0,0,2023-05-22T14:15:48.451Z,1,0,0,0,0,0,0.8438356164383563
C278,1,0,2023-05-22T14:15:48.453Z,0,0,0,0,0,1,0.34178082191780823
C279,1,0,2023-05-22T14:15:48.454Z,0,0,0,0,0,1,0.38767123287671224
C280,1,1,2023-05-22T14:15:48.456Z,0,1,0,0,0,0,0.5910958904109589
C281,0,1,2023-05-22T14:15:48.458Z,0,0,0,0,0,1,0.41164383561643825
C282,1,0,2023-05-22T14:15:48.459Z,0,0,0,0,0,1,0.27328767123287667
C283,0,1,2023-05-22T14:15:48.461Z,1,0,0,0,0,0,0.40068493150684925
C284,1,1,2023-05-22T14:15:48.463Z,0,0,0,0,0,1,0.6047945205479452
C285,0,1,2023-05-22T14:15:48.464Z,0,0,0,0,0,1,0.9801369863013698
C286,1,0,2023-05-22T14:15:48.466Z,0,1,0,0,0,0,0.9808219178082191
C287,1,0,2023-05-22T14:15:48.467Z,0,0,0,1,0,0,0.9239726027397259
C288,1,0,2023-05-22T14:15:48.469Z,0,0,0,0,1,0,0.8863013698630138
C289,1,1,2023-05-22T14:15:48.471Z,0,0,1,0,0,0,0.704109589041096
C290,1,1,2023-05-22T14:15:48.473Z,1,0,0,0,0,0,0.667123287671233
C291,1,1,2023-05-22T14:15:48.474Z,0,0,0,0,0,1,0.20547945205479445
C292,1,0,2023-05-22T14:15:48.476Z,0,0,0,0,0,1,0.6719178082191781
C293,0,0,2023-05-22T14:15:48.477Z,0,0,0,1,0,0,0.2246575342465753
C294,0,1,2023-05-22T14:15:48.478Z,1,0,0,0,0,0,0.4547945205479451
C295,0,1,2023-05-22T14:15:48.480Z,0,0,0,1,0,0,0.25479452054794516
C296,1,1,2023-05-22T14:15:48.481Z,0,0,0,0,1,0,0.10273972602739723
C297,0,0,2023-05-22T14:15:48.483Z,0,0,1,0,0,0,0.12465753424657533
C298,1,0,2023-05-22T14:15:48.484Z,1,0,0,0,0,0,0.4232876712328768
C299,0,1,2023-05-22T14:15:48.486Z,0,0,1,0,0,0,0.476027397260274
C300,1,1,2023-05-22T14:15:48.488Z,0,0,0,1,0,0,0.8205479452054794
C301,0,1,2023-05-22T14:15:48.489Z,0,1,0,0,0,0,0.7952054794520549
C302,0,1,2023-05-22T14:15:48.491Z,0,0,0,0,0,1,0.723972602739726
C303,0,1,2023-05-22T14:15:48.493Z,0,0,0,0,1,0,0.017123287671232834
C304,0,1,2023-05-22T14:15:48.494Z,0,0,0,0,0,1,0.08356164383561648
C305,0,0,2023-05-22T14:15:48.495Z,1,0,0,0,0,0,0.5650684931506849
C306,1,1,2023-05-22T14:15:48.497Z,1,0,0,0,0,0,0.021232876712328763
C307,0,0,2023-05-22T14:15:48.498Z,0,0,0,0,0,1,0.8417808219178082
C308,0,1,2023-05-22T14:15:48.500Z,0,1,0,0,0,0,0.521917808219178
C309,0,1,2023-05-22T14:15:48.502Z,0,0,1,0,0,0,0.808904109589041
