customer_id,sex,is_married,age_18-29,age_30-39,age_40-49,age_50-59,age_60-69,age_70-plus,n_days_active,has_kids,event_time
C54,1,1,0,0,0,0,0,1,0.5287671232876712,0,2023-05-22T22:07:50.083Z
C55,1,1,0,0,0,0,0,1,0.3958904109589041,1,2023-05-22T22:07:50.083Z
C56,1,0,0,0,0,0,0,1,0.8739726027397261,0,2023-05-22T22:07:50.083Z
C57,0,0,0,0,0,0,1,0,0.0815068493150684,1,2023-05-22T22:07:50.083Z
C58,1,0,0,0,0,0,0,1,0.0431506849315068,1,2023-05-22T22:07:50.083Z
C59,1,0,1,0,0,0,0,0,0.7643835616438357,0,2023-05-22T22:07:50.083Z
C60,1,0,0,0,1,0,0,0,0.5164383561643835,1,2023-05-22T22:07:50.083Z
C61,0,0,1,0,0,0,0,0,0.113013698630137,1,2023-05-22T22:07:50.083Z
C62,0,1,0,0,0,0,0,1,0.5883561643835615,1,2023-05-22T22:07:50.083Z
C63,0,0,0,0,0,1,0,0,0.8623287671232878,1,2023-05-22T22:07:50.083Z
C64,0,0,0,1,0,0,0,0,0.3958904109589041,1,2023-05-22T22:07:50.083Z
C65,0,0,0,0,0,1,0,0,0.9061643835616436,0,2023-05-22T22:07:50.083Z
C66,1,0,0,0,0,0,1,0,0.0376712328767123,1,2023-05-22T22:07:50.083Z
C67,1,0,0,0,0,0,0,1,0.3,0,2023-05-22T22:07:50.083Z
C68,1,0,0,0,0,0,1,0,0.1945205479452054,0,2023-05-22T22:07:50.083Z
C69,1,0,1,0,0,0,0,0,0.4856164383561643,0,2023-05-22T22:07:50.083Z
C70,0,1,0,0,0,0,0,1,0.2575342465753425,0,2023-05-22T22:07:50.083Z
C71,0,1,0,0,0,0,1,0,0.691095890410959,1,2023-05-22T22:07:50.083Z
C72,0,0,0,0,0,0,0,0,0.752054794520548,1,2023-05-22T22:07:50.083Z
C73,0,0,0,0,0,0,1,0,0.7801369863013699,0,2023-05-22T22:07:50.083Z
C74,0,1,1,0,0,0,0,0,0.2410958904109588,0,2023-05-22T22:07:50.083Z
C75,1,0,0,0,1,0,0,0,0.047945205479452,0,2023-05-22T22:07:50.083Z
C76,1,1,1,0,0,0,0,0,0.55,0,2023-05-22T22:07:50.083Z
C77,1,0,0,0,0,0,1,0,0.2273972602739726,0,2023-05-22T22:07:50.083Z
C78,1,1,1,0,0,0,0,0,0.9801369863013698,1,2023-05-22T22:07:50.083Z
C79,1,0,0,0,0,0,1,0,0.2383561643835616,1,2023-05-22T22:07:50.083Z
C80,1,1,0,0,1,0,0,0,0.2136986301369863,1,2023-05-22T22:07:50.083Z
C81,1,1,0,0,0,0,1,0,0.5075342465753425,1,2023-05-22T22:07:50.083Z
C82,0,0,0,0,0,0,0,1,0.6897260273972603,1,2023-05-22T22:07:50.083Z
C83,0,0,0,0,0,0,0,1,0.7335616438356165,0,2023-05-22T22:07:50.083Z
C84,1,1,1,0,0,0,0,0,0.4102739726027398,1,2023-05-22T22:07:50.083Z
C85,1,0,0,0,0,1,0,0,0.1931506849315067,1,2023-05-22T22:07:50.083Z
C86,1,1,0,0,0,0,0,1,0.1006849315068493,0,2023-05-22T22:07:50.083Z
C87,0,0,0,0,1,0,0,0,0.3205479452054793,0,2023-05-22T22:07:50.083Z
C88,1,1,0,0,0,0,0,1,0.8212328767123287,0,2023-05-22T22:07:50.083Z
C89,0,1,0,0,0,0,0,1,0.7616438356164383,0,2023-05-22T22:07:50.083Z
C90,0,0,0,1,0,0,0,0,0.7287671232876711,1,2023-05-22T22:07:50.083Z
C91,1,1,0,1,0,0,0,0,0.752054794520548,1,2023-05-22T22:07:50.083Z
C92,1,1,0,0,0,0,0,1,0.4787671232876711,0,2023-05-22T22:07:50.083Z
C93,0,1,0,0,0,0,0,1,0.3082191780821917,0,2023-05-22T22:07:50.083Z
C94,0,1,0,0,0,0,1,0,0.654109589041096,0,2023-05-22T22:07:50.083Z
C95,1,0,0,0,0,0,0,1,0.3006849315068494,1,2023-05-22T22:07:50.083Z
C96,1,1,1,0,0,0,0,0,0.3390410958904108,1,2023-05-22T22:07:50.083Z
C97,1,0,1,0,0,0,0,0,0.1993150684931506,0,2023-05-22T22:07:50.083Z
C98,1,1,0,1,0,0,0,0,0.4006849315068492,0,2023-05-22T22:07:50.083Z
C99,0,0,0,0,0,0,0,1,0.1999999999999999,1,2023-05-22T22:07:50.083Z
C100,0,1,0,0,1,0,0,0,0.4198630136986301,0,2023-05-22T22:07:50.083Z
C101,0,1,1,0,0,0,0,0,0.3582191780821917,0,2023-05-22T22:07:50.083Z
C102,0,0,0,0,1,0,0,0,0.0753424657534246,1,2023-05-22T22:07:50.083Z
C103,1,1,0,0,0,0,1,0,0.8356164383561644,0,2023-05-22T22:07:50.083Z
C104,1,0,0,0,0,1,0,0,0.8883561643835616,1,2023-05-22T22:07:50.083Z
C105,0,1,0,0,0,0,0,1,0.4219178082191781,0,2023-05-22T22:07:50.083Z
C106,0,1,0,0,0,0,0,1,0.2541095890410958,0,2023-05-22T22:07:50.083Z
C107,0,1,1,0,0,0,0,0,0.9068493150684932,0,2023-05-22T22:07:50.083Z
C108,0,0,0,1,0,0,0,0,0.6938356164383561,1,2023-05-22T22:07:50.083Z
C109,0,0,1,0,0,0,0,0,0.9054794520547944,0,2023-05-22T22:07:50.083Z
C110,0,0,0,0,0,0,0,1,0.1520547945205479,0,2023-05-22T22:07:50.083Z
C111,0,1,0,0,0,0,1,0,0.739041095890411,1,2023-05-22T22:07:50.083Z
C112,0,1,1,0,0,0,0,0,0.704109589041096,0,2023-05-22T22:07:50.083Z
C113,0,0,1,0,0,0,0,0,0.0184931506849315,1,2023-05-22T22:07:50.083Z
C114,0,0,0,0,0,0,0,1,0.2123287671232876,1,2023-05-22T22:07:50.083Z
C115,0,0,1,0,0,0,0,0,0.2554794520547945,0,2023-05-22T22:07:50.083Z
C116,1,1,0,0,0,0,0,1,0.5246575342465754,1,2023-05-22T22:07:50.083Z
C117,1,0,0,0,0,0,1,0,0.9924657534246576,1,2023-05-22T22:07:50.083Z
C118,0,0,1,0,0,0,0,0,0.8020547945205478,0,2023-05-22T22:07:50.083Z
C119,1,0,0,0,0,0,0,1,0.1568493150684931,1,2023-05-22T22:07:50.083Z
C120,0,1,0,0,0,0,1,0,0.3863013698630138,1,2023-05-22T22:07:50.083Z
C121,0,1,1,0,0,0,0,0,0.0821917808219178,0,2023-05-22T22:07:50.083Z
C122,1,1,0,0,0,1,0,0,0.1815068493150684,0,2023-05-22T22:07:50.083Z
C123,1,0,0,0,0,1,0,0,0.3828767123287671,1,2023-05-22T22:07:50.083Z
C124,1,1,0,0,0,0,0,1,0.1910958904109589,0,2023-05-22T22:07:50.083Z
C125,0,0,1,0,0,0,0,0,0.3643835616438355,0,2023-05-22T22:07:50.083Z
C126,0,0,0,0,0,0,0,1,0.986986301369863,1,2023-05-22T22:07:50.083Z
C127,0,0,0,0,0,1,0,0,0.75,1,2023-05-22T22:07:50.083Z
C128,0,1,0,0,0,0,0,1,0.8863013698630138,0,2023-05-22T22:07:50.083Z
C129,1,1,0,0,0,0,1,0,0.6363013698630138,0,2023-05-22T22:07:50.083Z
C130,0,0,1,0,0,0,0,0,0.4034246575342466,1,2023-05-22T22:07:50.083Z
C131,1,1,0,1,0,0,0,0,0.5739726027397261,1,2023-05-22T22:07:50.083Z
C132,1,1,0,0,0,0,0,1,0.6746575342465753,1,2023-05-22T22:07:50.083Z
C133,0,0,1,0,0,0,0,0,0.8226027397260274,0,2023-05-22T22:07:50.083Z
C134,1,1,0,1,0,0,0,0,0.9595890410958904,1,2023-05-22T22:07:50.083Z
C135,0,0,0,0,0,0,1,0,0.273972602739726,0,2023-05-22T22:07:50.083Z
C136,1,0,0,0,1,0,0,0,0.6232876712328768,0,2023-05-22T22:07:50.083Z
C137,0,0,1,0,0,0,0,0,0.0294520547945205,1,2023-05-22T22:07:50.083Z
C138,0,0,1,0,0,0,0,0,0.3287671232876712,1,2023-05-22T22:07:50.083Z
C139,0,1,0,0,0,0,0,1,0.6856164383561645,0,2023-05-22T22:07:50.083Z
C140,0,0,0,0,0,0,1,0,0.6095890410958904,1,2023-05-22T22:07:50.083Z
C141,0,1,0,0,0,0,0,1,0.8273972602739725,0,2023-05-22T22:07:50.083Z
C142,1,1,0,0,0,1,0,0,0.5143835616438357,0,2023-05-22T22:07:50.083Z
C143,1,0,0,1,0,0,0,0,0.6438356164383561,0,2023-05-22T22:07:50.083Z
C144,1,1,0,0,0,1,0,0,0.8643835616438356,1,2023-05-22T22:07:50.083Z
C145,0,0,0,0,0,0,1,0,0.4335616438356164,1,2023-05-22T22:07:50.083Z
C146,0,0,0,0,0,0,1,0,0.2095890410958905,1,2023-05-22T22:07:50.083Z
C147,0,0,0,1,0,0,0,0,0.2547945205479451,0,2023-05-22T22:07:50.083Z
C148,1,1,0,0,0,0,0,1,0.2657534246575341,1,2023-05-22T22:07:50.083Z
C149,0,1,0,0,0,0,1,0,0.678082191780822,0,2023-05-22T22:07:50.083Z
C150,1,1,0,0,0,0,0,1,0.9369863013698628,0,2023-05-22T22:07:50.083Z
C151,1,1,0,1,0,0,0,0,0.5691780821917809,0,2023-05-22T22:07:50.083Z
C152,0,1,0,1,0,0,0,0,0.8041095890410959,0,2023-05-22T22:07:50.083Z
C153,1,0,0,0,0,0,1,0,0.3034246575342465,0,2023-05-22T22:07:50.083Z
C154,1,0,0,0,0,0,0,1,0.4986301369863013,1,2023-05-22T22:07:50.083Z
C155,1,0,1,0,0,0,0,0,0.0376712328767123,0,2023-05-22T22:07:50.083Z
C156,1,1,0,1,0,0,0,0,0.0123287671232876,1,2023-05-22T22:07:50.083Z
C157,0,0,0,0,0,0,0,1,0.8808219178082193,0,2023-05-22T22:07:50.083Z
C158,1,1,1,0,0,0,0,0,0.0842465753424657,1,2023-05-22T22:07:50.083Z
C159,0,1,0,0,0,0,1,0,0.8054794520547945,0,2023-05-22T22:07:50.083Z
C160,1,0,0,0,0,0,0,1,0.5226027397260273,0,2023-05-22T22:07:50.083Z
C161,0,1,0,0,0,0,0,1,0.1691780821917807,1,2023-05-22T22:07:50.083Z
C162,0,0,0,0,0,1,0,0,0.0883561643835616,0,2023-05-22T22:07:50.083Z
C163,0,0,0,0,0,0,0,1,0.2767123287671233,0,2023-05-22T22:07:50.083Z
C164,1,0,1,0,0,0,0,0,0.5184931506849315,1,2023-05-22T22:07:50.083Z
C165,0,1,0,1,0,0,0,0,0.6554794520547944,1,2023-05-22T22:07:50.083Z
C166,1,0,0,0,0,0,0,1,0.1575342465753424,1,2023-05-22T22:07:50.083Z
C167,1,1,0,0,0,1,0,0,0.3691780821917807,0,2023-05-22T22:07:50.083Z
C168,1,1,0,0,0,0,0,1,0.1547945205479453,1,2023-05-22T22:07:50.083Z
C169,0,0,0,0,0,0,0,1,0.6534246575342466,0,2023-05-22T22:07:50.083Z
C170,0,1,0,0,0,0,0,1,0.4678082191780821,1,2023-05-22T22:07:50.083Z
C171,1,0,0,1,0,0,0,0,0.060958904109589,1,2023-05-22T22:07:50.083Z
C172,1,1,0,0,0,0,1,0,0.7561643835616438,0,2023-05-22T22:07:50.083Z
C173,1,1,0,0,0,0,0,1,0.4513698630136986,0,2023-05-22T22:07:50.083Z
C174,0,0,0,1,0,0,0,0,0.6328767123287671,1,2023-05-22T22:07:50.083Z
C175,1,0,0,0,0,0,0,1,0.1643835616438356,1,2023-05-22T22:07:50.083Z
C176,0,1,0,0,0,0,1,0,0.9856164383561644,0,2023-05-22T22:07:50.083Z
C177,0,1,0,0,1,0,0,0,0.0541095890410958,1,2023-05-22T22:07:50.084Z
C178,0,1,0,0,0,0,0,1,0.9349315068493153,1,2023-05-22T22:07:50.084Z
C179,0,0,0,0,0,0,1,0,0.7198630136986301,0,2023-05-22T22:07:50.084Z
C180,1,0,1,0,0,0,0,0,0.4863013698630136,1,2023-05-22T22:07:50.084Z
C181,0,1,0,0,0,1,0,0,0.6116438356164384,1,2023-05-22T22:07:50.084Z
C182,1,1,0,0,0,0,0,1,0.9082191780821918,1,2023-05-22T22:07:50.084Z
C183,0,1,0,0,1,0,0,0,0.8910958904109589,0,2023-05-22T22:07:50.084Z
C184,1,0,0,0,1,0,0,0,0.821917808219178,0,2023-05-22T22:07:50.084Z
C185,1,1,0,0,0,1,0,0,0.2376712328767123,1,2023-05-22T22:07:50.084Z
C186,1,1,0,0,0,1,0,0,0.4808219178082191,0,2023-05-22T22:07:50.084Z
C187,1,1,0,0,0,0,1,0,0.2273972602739726,1,2023-05-22T22:07:50.084Z
C188,0,1,1,0,0,0,0,0,0.132876712328767,1,2023-05-22T22:07:50.084Z
C189,1,1,0,0,0,0,0,1,0.0157534246575342,0,2023-05-22T22:07:50.084Z
C190,1,0,1,0,0,0,0,0,0.4931506849315068,0,2023-05-22T22:07:50.084Z
C191,1,1,0,0,1,0,0,0,0.8595890410958904,0,2023-05-22T22:07:50.084Z
C192,0,1,0,0,0,0,0,1,0.6363013698630138,0,2023-05-22T22:07:50.084Z
C193,0,0,0,0,1,0,0,0,0.2732876712328766,1,2023-05-22T22:07:50.084Z
C194,1,1,1,0,0,0,0,0,0.7219178082191782,1,2023-05-22T22:07:50.084Z
C195,1,1,0,0,1,0,0,0,0.5883561643835615,1,2023-05-22T22:07:50.084Z
C196,1,1,0,0,0,1,0,0,0.345890410958904,0,2023-05-22T22:07:50.084Z
C197,1,0,0,0,0,0,0,1,0.2794520547945205,1,2023-05-22T22:07:50.084Z
C198,0,0,0,0,1,0,0,0,0.6198630136986301,0,2023-05-22T22:07:50.084Z
C199,0,0,1,0,0,0,0,0,0.2753424657534247,1,2023-05-22T22:07:50.084Z
C200,1,1,0,0,0,1,0,0,0.8027397260273972,0,2023-05-22T22:07:50.084Z
C201,0,0,1,0,0,0,0,0,0.6472602739726028,0,2023-05-22T22:07:50.084Z
C202,1,1,0,0,0,0,1,0,0.1397260273972602,0,2023-05-22T22:07:50.084Z
C203,1,0,0,0,0,0,0,1,0.2541095890410958,0,2023-05-22T22:07:50.084Z
C204,1,0,0,0,0,0,0,1,0.4404109589041096,0,2023-05-22T22:07:50.084Z
C205,1,1,0,1,0,0,0,0,0.3760273972602739,1,2023-05-22T22:07:50.084Z
C206,1,1,0,0,0,0,0,1,0.0075342465753424,1,2023-05-22T22:07:50.084Z
C207,0,1,0,1,0,0,0,0,0.3643835616438355,0,2023-05-22T22:07:50.084Z
C208,0,0,0,0,0,0,0,1,0.7965753424657533,1,2023-05-22T22:07:50.084Z
C209,0,1,0,0,0,0,0,1,0.2328767123287671,1,2023-05-22T22:07:50.084Z
C210,1,1,0,0,0,0,1,0,0.765068493150685,0,2023-05-22T22:07:50.084Z
C211,0,1,1,0,0,0,0,0,0.1232876712328767,0,2023-05-22T22:07:50.084Z
C212,1,1,0,0,1,0,0,0,0.271917808219178,0,2023-05-22T22:07:50.084Z
C213,1,0,0,0,0,0,0,0,0.513013698630137,0,2023-05-22T22:07:50.084Z
C214,1,1,0,0,0,0,0,1,0.7780821917808218,0,2023-05-22T22:07:50.084Z
C215,0,0,0,0,0,0,1,0,0.1657534246575343,1,2023-05-22T22:07:50.084Z
C216,0,0,0,0,0,0,1,0,0.7835616438356163,1,2023-05-22T22:07:50.084Z
C217,0,1,0,0,1,0,0,0,0.7287671232876711,1,2023-05-22T22:07:50.084Z
C218,1,1,0,0,0,0,0,1,0.2369863013698629,1,2023-05-22T22:07:50.084Z
C219,1,1,0,1,0,0,0,0,0.939041095890411,1,2023-05-22T22:07:50.084Z
C220,0,0,1,0,0,0,0,0,0.6883561643835616,1,2023-05-22T22:07:50.084Z
C221,0,1,0,0,0,0,0,1,0.9958904109589042,1,2023-05-22T22:07:50.084Z
C222,0,1,0,0,0,0,1,0,0.965068493150685,1,2023-05-22T22:07:50.084Z
C223,0,1,0,1,0,0,0,0,0.215068493150685,1,2023-05-22T22:07:50.084Z
C224,1,1,1,0,0,0,0,0,0.795890410958904,0,2023-05-22T22:07:50.084Z
C225,0,0,0,0,0,0,1,0,0.9547945205479452,1,2023-05-22T22:07:50.084Z
C226,1,1,0,0,0,0,0,1,0.6232876712328768,1,2023-05-22T22:07:50.084Z
C227,0,1,0,0,0,0,1,0,0.7582191780821919,1,2023-05-22T22:07:50.084Z
C228,0,1,0,0,0,0,0,1,0.6356164383561644,1,2023-05-22T22:07:50.084Z
C229,1,0,0,0,0,1,0,0,0.034931506849315,0,2023-05-22T22:07:50.084Z
C230,0,1,0,0,0,0,1,0,0.7315068493150685,1,2023-05-22T22:07:50.084Z
C231,0,0,0,0,1,0,0,0,0.8993150684931508,0,2023-05-22T22:07:50.084Z
C232,0,0,0,0,0,0,0,1,0.7013698630136986,0,2023-05-22T22:07:50.084Z
C233,1,1,0,0,0,0,1,0,0.3904109589041096,0,2023-05-22T22:07:50.084Z
C234,1,1,0,0,1,0,0,0,0.9623287671232876,0,2023-05-22T22:07:50.084Z
C235,0,0,0,0,1,0,0,0,0.295890410958904,0,2023-05-22T22:07:50.084Z
C236,0,1,0,0,0,0,1,0,0.3602739726027397,1,2023-05-22T22:07:50.084Z
C237,1,1,1,0,0,0,0,0,0.7178082191780821,0,2023-05-22T22:07:50.084Z
C238,1,0,0,0,0,0,0,1,0.1191780821917808,1,2023-05-22T22:07:50.084Z
C239,1,0,0,0,0,0,1,0,0.6753424657534246,0,2023-05-22T22:07:50.084Z
C240,0,0,0,0,0,0,0,1,0.6486301369863015,0,2023-05-22T22:07:50.084Z
C241,0,1,0,0,0,1,0,0,0.1794520547945206,0,2023-05-22T22:07:50.084Z
C242,0,1,0,1,0,0,0,0,0.8794520547945206,1,2023-05-22T22:07:50.084Z
C243,1,1,0,0,0,0,0,1,0.3520547945205479,0,2023-05-22T22:07:50.084Z
C244,0,1,0,0,0,0,1,0,0.9013698630136986,0,2023-05-22T22:07:50.084Z
C245,0,0,0,0,0,0,1,0,0.5486301369863014,0,2023-05-22T22:07:50.084Z
C246,0,1,1,0,0,0,0,0,0.1739726027397259,1,2023-05-22T22:07:50.084Z
C247,1,1,0,0,0,1,0,0,0.915068493150685,0,2023-05-22T22:07:50.084Z
C248,1,0,0,1,0,0,0,0,0.1657534246575343,1,2023-05-22T22:07:50.084Z
C249,0,0,0,0,0,1,0,0,0.4664383561643834,1,2023-05-22T22:07:50.084Z
C250,1,1,0,0,0,0,0,1,0.5041095890410958,1,2023-05-22T22:07:50.084Z
C251,0,1,0,0,0,1,0,0,0.7287671232876711,0,2023-05-22T22:07:50.084Z
C252,0,1,1,0,0,0,0,0,0.2232876712328766,1,2023-05-22T22:07:50.084Z
C253,1,0,0,0,0,0,1,0,0.4198630136986301,1,2023-05-22T22:07:50.084Z
C254,0,1,1,0,0,0,0,0,0.0760273972602739,1,2023-05-22T22:07:50.084Z
C255,0,1,0,0,0,0,1,0,0.6917808219178083,0,2023-05-22T22:07:50.084Z
C256,1,1,0,0,0,1,0,0,0.1938356164383561,1,2023-05-22T22:07:50.084Z
C257,0,1,0,1,0,0,0,0,0.1999999999999999,1,2023-05-22T22:07:50.084Z
C258,1,1,0,0,0,0,0,1,0.8780821917808219,1,2023-05-22T22:07:50.084Z
C259,1,1,0,0,0,0,0,0,0.2712328767123286,0,2023-05-22T22:07:50.084Z
C260,0,0,0,0,0,1,0,0,0.6821917808219178,0,2023-05-22T22:07:50.084Z
C261,1,0,0,0,1,0,0,0,0.3143835616438355,0,2023-05-22T22:07:50.084Z
C262,0,0,0,0,0,0,0,1,0.136986301369863,0,2023-05-22T22:07:50.084Z
C263,1,1,0,0,0,1,0,0,0.4342465753424658,1,2023-05-22T22:07:50.084Z
C264,0,0,0,0,0,0,0,1,0.9472602739726028,1,2023-05-22T22:07:50.084Z
C265,0,1,0,0,0,0,0,1,0.4041095890410959,1,2023-05-22T22:07:50.084Z
C266,0,1,0,0,0,0,0,0,0.7602739726027397,1,2023-05-22T22:07:50.084Z
C267,0,0,0,0,0,0,1,0,0.3636986301369862,1,2023-05-22T22:07:50.084Z
C268,1,0,0,0,1,0,0,0,0.5171232876712328,0,2023-05-22T22:07:50.084Z
C269,1,1,0,0,0,0,0,1,0.8636986301369862,0,2023-05-22T22:07:50.084Z
C270,0,1,0,0,0,0,0,1,0.8520547945205479,1,2023-05-22T22:07:50.084Z
C271,1,0,0,0,0,0,0,0,0.3643835616438355,0,2023-05-22T22:07:50.084Z
C272,0,1,0,0,0,1,0,0,0.4171232876712329,1,2023-05-22T22:07:50.084Z
C273,1,1,0,0,0,0,1,0,0.1616438356164382,1,2023-05-22T22:07:50.084Z
C274,1,1,1,0,0,0,0,0,0.0438356164383562,0,2023-05-22T22:07:50.084Z
C275,0,1,0,0,1,0,0,0,0.521917808219178,0,2023-05-22T22:07:50.084Z
C276,0,0,0,1,0,0,0,0,0.8842465753424658,1,2023-05-22T22:07:50.084Z
C277,0,0,1,0,0,0,0,0,0.8438356164383563,1,2023-05-22T22:07:50.084Z
C278,1,0,0,0,0,0,0,1,0.3417808219178082,0,2023-05-22T22:07:50.084Z
C279,1,0,0,0,0,0,0,1,0.3876712328767122,0,2023-05-22T22:07:50.084Z
C280,1,1,0,1,0,0,0,0,0.5910958904109589,0,2023-05-22T22:07:50.084Z
C281,0,1,0,0,0,0,0,1,0.4116438356164382,1,2023-05-22T22:07:50.084Z
C282,1,0,0,0,0,0,0,1,0.2732876712328766,0,2023-05-22T22:07:50.084Z
C283,0,1,1,0,0,0,0,0,0.4006849315068492,0,2023-05-22T22:07:50.084Z
C284,1,1,0,0,0,0,0,1,0.6047945205479452,0,2023-05-22T22:07:50.084Z
C285,0,1,0,0,0,0,0,1,0.9801369863013698,1,2023-05-22T22:07:50.084Z
C286,1,0,0,1,0,0,0,0,0.9808219178082191,1,2023-05-22T22:07:50.084Z
C287,1,0,0,0,0,1,0,0,0.923972602739726,0,2023-05-22T22:07:50.084Z
C288,1,0,0,0,0,0,1,0,0.8863013698630138,1,2023-05-22T22:07:50.084Z
C289,1,1,0,0,1,0,0,0,0.704109589041096,0,2023-05-22T22:07:50.084Z
C290,1,1,1,0,0,0,0,0,0.667123287671233,0,2023-05-22T22:07:50.084Z
C291,1,1,0,0,0,0,0,1,0.2054794520547944,1,2023-05-22T22:07:50.084Z
C292,1,0,0,0,0,0,0,1,0.6719178082191781,1,2023-05-22T22:07:50.084Z
C293,0,0,0,0,0,1,0,0,0.2246575342465753,0,2023-05-22T22:07:50.084Z
C294,0,1,1,0,0,0,0,0,0.4547945205479451,1,2023-05-22T22:07:50.084Z
C295,0,1,0,0,0,1,0,0,0.2547945205479451,0,2023-05-22T22:07:50.084Z
C296,1,1,0,0,0,0,1,0,0.1027397260273972,0,2023-05-22T22:07:50.084Z
